,title,id,all
2649,The Son of No One,74536,ditomontiel channingtatum alpacino juliettebinoche katieholmes jamesransone drama thriller crime 
2650,All The Queen's Men,31668,stefanruzowitzky mattleblanc eddieizzard jamescosmo nicolettekrebitz davidtristanbirkin action comedy drama history transvestism worldwarii
2651,The Good Night,13501,jakepaltrow penélopecruz martinfreeman gwynethpaltrow simonpegg dannydevito comedy drama romance fantasy music dream midlifecrisis luciddreaming
2652,Bathory: Countess of Blood,15208,jurajjakubisko annafriel karelroden hansmatheson vincentregan franconero drama fantasy sex legend countess
2653,Khumba,172391,anthonysilverston jaket.austin liamneeson stevebuscemi annasophiarobb laurencefishburne animation adventure family 3d khumba
2654,Automata,262543,gabeibáñez antoniobanderas birgittehjortsørensen dylanmcdermott robertforster timmcinnerny thriller sciencefiction artificialintelligence rain future dystopia robot ecology desert childhitman
2655,Dungeons & Dragons: Wrath of the Dragon God,9288,gerrylively brucepayne markdymond clemencyburton-hill elliechidzey timstern action adventure fantasy fighter royalty curse dragon
2656,Chiamatemi Francesco - Il Papa della gente,370980,danieleluchetti rodrigodelaserna sergiohernández àlexbrendemühl maximiliandirr mercedesmorán drama pope biography
2657,Shinjuku Incident,20083,derekyeetung-sing jackiechan naototakenaka danielwu xujinglei fanbingbing drama action thriller crime drugstealing yakluza shinjuku criminalsyndicate taiwanese
2658,Pandaemonium,40880,julientemple linusroache johnhannah samanthamorton emilywoof andrealowe drama foreign 
2659,Groundhog Day,137,haroldramis billmurray andiemacdowell chriselliott stephentobolowsky briandoyle-murray romance fantasy drama comedy dejavu groundhog weatherforecast telecaster pennsylvania alarmclock winter timewarp timeloop cultfilm existentialism groundhogday
2660,Magic Mike XXL,264999,gregoryjacobs channingtatum mattbomer joemanganiello kevinnash adamrodríguez comedy drama music malefriendship stripclub roadtrip striptease strip
2661,Romeo + Juliet,454,bazluhrmann leonardodicaprio clairedanes johnleguizamo haroldperrineau petepostlethwaite drama romance shakespeare forbiddenlove gunviolence starcrossedlovers shakespeareinmoderndress teenageromance masquerade shakespeare'sromeoandjuliet gangstergrip
2662,Sarah's Key,53457,gillespaquet-brenner kristinscottthomas nielsarestrup frédéricpierrot michelduchaussoy dominiquefrot drama war 
2663,Freedom,288980,petercousens cubagoodingjr. williamsadler sharonleal davidrasche dianesalinger drama ship freedom slave
2664,Unforgiven,33,clinteastwood clinteastwood genehackman morganfreeman richardharris jaimzwoolvett western prostitute sheriff bounty regret rightandjustice revenge mutilation onelastjob reputation englishman
2665,Manderlay,1951,larsvontrier brycedallashoward isaachdebankolé dannyglover willemdafoe michaëlabiteboul drama southernusa slavery duringcreditsstinger
2666,Slumdog Millionaire,12405,dannyboyle devpatel freidapinto anilkapoor miadrakeinderbitzin saurabhshukla drama romance slum indianlead cheating suspicion gameshow orphan duringcreditsstinger
2667,Fatal Attraction,10998,adrianlyne michaeldouglas glennclose annearcher ellenhamiltonlatzen janekrakowski drama romance thriller sexualobsession wifehusbandrelationship deceivedwife marriagecrisis suspense lawyer extramaritalaffair eroticmovie
2668,Pretty Woman,114,garrymarshall juliaroberts richardgere ralphbellamy jasonalexander héctorelizondo romance comedy prostitute capitalism cinderella expensiverestaurant sportscar workaholic fireescape friendship losangeles piano
2669,Crocodile Dundee II,9396,johncornell paulhogan lindakozlowski johnmeillon erniedingo charless.dutton adventure comedy newyork crocodile australia largeknife aftercreditsstinger
2670,Broken Horses,319910,vidhuvinodchopra maríavalverde vincentd'onofrio thomasjane antonyelchin seanpatrickflanery thriller mystery drama crime 
2671,Born on the Fourth of July,2604,oliverstone tomcruise raymondj.barry carolinekava hollymariecombs kyrasedgwick drama war vietnamveteran posttraumaticstressdisorder bar 1970s wheelchair vietnamwar desert spitintheface drunkenness 1950s 1960s
2672,Cool Runnings,864,jonturteltaub leonrobinson douge.doug rawled.lewis malikyoba johncandy comedy winter trainer olympicgames jamaica trainingcamp reggae bobsleighing sport
2673,My Bloody Valentine,14435,patricklussier jensenackles jaimeking kerrsmith betsyrue edigathegi mystery horror sheriff miner delusion headinjury remake slaughter blood aftercreditsstinger 3d
2674,Stomp the Yard,1931,sylvainwhite columbusshort meagangood ne-yo darrinhenson jermainewilliams drama music loveatfirstsight lossofbrother breakdance daughter
2675,The Spy Who Loved Me,691,lewisgilbert rogermoore barbarabach curdjürgens richardkiel carolinemunro adventure action thriller londonengland submarine england assassination spy cairo terrorist egypt massmurder pyramid russia plannedmurder secretintelligenceservice kgb villain nuclearmissile tanker sphinx sardinien warhead jetski utopia murder shark killer britishsecretservice skiing
2676,Urban Legend,9877,jamieblanks aliciawitt jaredleto rebeccagayheart michaelrosenbaum lorettadevine horror thriller college murder urbanlegend slasher killer death
2677,Good Deeds,62008,tylerperry tylerperry phyliciarashād thandienewton brianj.white gabrielleunion comedy drama romance africanamerican singlemother fiancéfiancéerelationship corporation richman-poorwoman
2678,White Fang,12227,randalkleiser klausmariabrandauer ethanhawke seymourcassel susanhogan jamesremar action adventure drama family basedonnovel gold treasure coffin humananimalrelationship friendship alaska shootout dog prospector klondike yukon boydogrelationship goldminer
2679,Superstar,13824,brucemcculloch mollyshannon willferrell elainehendrix harlandwilliams tomgreen comedy family 
2680,The Iron Lady,71688,phyllidalloyd merylstreep anthonystewarthead harrylloyd jimbroadbent susanbrown history drama capitalism primeminister argentina margaretthatcher britishoverseasterritory warpropaganda britishpolitics britishprimeminister femalepolitician falklandswar politicalleader femaleprimeminister rightwing falklands womandirector 1980s
2681,Jonah: A VeggieTales Movie,15173,philvischer philvischer mikenawrocki timhodge lisavischer danielanderson action adventure animation comedy family fantasy romance 
2682,Poetic Justice,8291,johnsingleton janetjackson tupacamarushakur reginaking joetorry tyraferrell drama romance lossoflover sadness losangeles roadmovie
2683,All About the Benjamins,13950,kevinbray icecube mikeepps tommyflanagan carmenchaplin evamendes action adventure comedy recordstore sexuality autograph underwear painting safe sexualattraction motorcycle juveniledelinquent stoner musicstore handoncrotch premaritalsex raisedmiddlefinger employeremployeerelationship cupcake twentysomething moneybag sidewalk storem
2684,Vampire in Brooklyn,12158,wescraven eddiemurphy angelabassett allenpayne kadeemhardison johnwitherspoon comedy horror romance vampire halfvampire
2685,Exorcist II: The Heretic,11586,johnboorman lindablair richardburton louisefletcher maxvonsydow kittywinn horror thriller fantasy exorcism examination pactwiththedevil possession priest devil demonicpossession locust
2686,An American Haunting,10008,courtneysolomon donaldsutherland sissyspacek jamesd'arcy matthewmarsh gayebrown horror thriller witch independentfilm curse suitor family
2687,My Boss's Daughter,2830,davidzucker ashtonkutcher tarareid andyrichter jeffreytambor michaelmadsen comedy romance 
2688,A Perfect Getaway,12403,davidtwohy millajovovich timothyolyphant stevezahn chrishemsworth anthonyruivivar thriller mystery adventure hawaii honeymoon doublemurder murder
2689,Our Family Wedding,34563,rickfamuyiwa forestwhitaker americaferrera carlosmencia reginaking lancegross comedy interracialmarriage wedding duringcreditsstinger
2690,Dead Man on Campus,14557,alancohn tomeverettscott mark-paulgosselaar poppymontgomery lochlynmunro randypearlstein comedy college drug fraternityhouse pot teensuicide autopsyroom
2691,Tea with Mussolini,10368,francozeffirelli cher judidench joanplowright maggiesmith lilytomlin comedy drama war italy hotel lossofmother ambassador worldwarii lossofparents widow benitomussolini independentfilm
2692,Thinner,10280,tomholland robertjohnburke joemantegna lucindajenney michaelconstantine kariwuhrer horror thriller blowjob curse fatsuit stevenking
2693,"New York, New York",12637,martinscorsese lizaminnelli robertdeniro lionelstander barryprimus dickmiller drama music romance newyork jazz saxophonist fallinginlove
2694,Crooklyn,34152,spikelee alfrewoodard delroylindo davidpatrickkelly zeldaharris carltonwilliams comedy drama blackpeople 1970s jazzmusician straßenkids dysfunctionalfamily independentfilm teacher urban parenthood
2695,I Think I Love My Wife,14434,chrisrock chrisrock kerrywashington ginatorres stevebuscemi edwardherrmann comedy romance 
2696,Jason X,11470,jamesisaac kanehodder lexadoig chuckcampbell lisaryder davidcronenberg horror sciencefiction placesandplanets spacemarine future cryogenics space slaughter seriesofmurders scientist freeze
2697,Bobby,10741,emilioestevez anthonyhopkins heathergraham ashtonkutcher maryelizabethwinstead helenhunt history drama hotel senator kitchen marriagecrisis politics xenophobia
2698,Head Over Heels,24940,markwaters monicapotter freddieprinzejr. shalomharlow ivanamiličević sarahmurdoch comedy romance supermodel stalking models
2699,Fun Size,82679,joshschwartz victoriajustice jacksonnicoll chelseahandler joshpence janelevy comedy halloween friends littlebrother trickortreating boyfriendgirlfriendrelationship
2700,The Diving Bell and the Butterfly,2013,julianschnabel mathieuamalric emmanuelleseigner marie-joséecroze anneconsigny patrickchesnais drama writing lover(female) psychologicalstress dyinganddeath editor-in-chief french independentfilm patient disabled
2701,Little Children,1440,toddfield katewinslet patrickwilson jenniferconnelly jackieearlehaley noahemmerich romance drama skateboarding mother americanfootball adultery wifehusbandrelationship smalltown eroticism vororte pedophilia loser infant housewife bourgeoisie deceivedwife playground stay-at-homedad castration psychopath ex-cop children motherdaughterrelationship psychopathy masturbation extramaritalaffair
2702,Gossip,18041,davisguggenheim joshuajackson jamesmarsden katehudson lenaheadey normanreedus drama mystery thriller college suspense gossip rumor socialexperiment
2703,A Walk on the Moon,28029,tonygoldwyn dianelane viggomortensen lievschreiber annapaquin tovahfeldshuh drama romance adultery woodstock 1960s
2704,Catch a Fire,1123,phillipnoyce timrobbins derekluke bonniehenna mncedisishabangu tumishomasha action drama thriller policebrutality resistance southafrica apartheid africannationalcongress rightandjustice
2705,Soul Survivors,14033,stephencarpenter elizadushku melissasagemiller wesbentley caseyaffleck angelafeatherstone horror mystery thriller hallucination carcrash death solesurvivor
2706,Jefferson in Paris,87729,jamesivory nicknolte gretascacchi thandienewton gwynethpaltrow jean-pierreaumont drama romance france revolution biography president history
2707,Easy Virtue,16899,stephanelliott jessicabiel benbarnes kristinscottthomas colinfirth kimberleynixon comedy romance 
2708,Caravans,41317,jamesfargo anthonyquinn jennifero'neill michaelsarrazin christopherlee josephcotten action adventure drama romance 
2709,Mr. Turner,245700,mikeleigh timothyspall dorothyatkinson marionbailey pauljesson lesleymanville history drama painter
2710,Wild Grass,37842,alainresnais andrédussollier sabineazéma emmanuelledevos mathieuamalric anneconsigny drama romance whiskey experimentalfilm wallet cultdirector
2711,Amen.,9045,costa-gavras ulrichtukur mathieukassovitz ulrichmühe michelduchaussoy marceliureș drama history vatican pope concentrationcamp holocaust schutzstaffel nazis nazigermany doctor conscience catholicism euthanasia
2712,Reign of Assassins,44092,johnwoo michelleyeoh jungwoo-sung wangxue-qi barbiehsu shawnyue history action martialarts swordfight wuxia
2713,The Lucky Ones,16005,neilburger timrobbins rachelmcadams michaelpeña kerrybishé mollyhagan comedy drama history friendship war roadtrip independentfilm soldier
2714,Margaret,44754,kennethlonergan annapaquin mattdamon markruffalo matthewbroderick jeannieberlin drama newyork bus nightmare witness investigation police truth teacher blood student relationship family
2715,Stan Helsing,23988,bozenga diorabaird leslienielsen stevehowey kenanthompson tarawilson comedy horror halloween slapstick duringcreditsstinger
2716,Flipped,43949,robreiner madelinecarroll callanmcauliffe rebeccademornay anthonyedwards johnmahoney romance drama shyness basedonnovel unrequitedlove neighbor familyrelationships firstcrush younglove oppositesattract adolescentboy basedonyoungadultnovel
2717,Brokeback Mountain,142,anglee heathledger jakegyllenhaal randyquaid michellewilliams annehathaway drama romance gay countryside homophobia lossoflover wyoming rodeo fathermurder horsebackriding intolerance daughter marriagecrisis secretlove cowboy starcrossedlovers
2718,Clueless,9603,amyheckerling aliciasilverstone staceydash brittanymurphy paulrudd donaldfaison comedy drama romance puberty highschool makeamatch spoiledchild gayinterest conflict womandirector
2719,Far from Heaven,10712,toddhaynes juliannemoore dennisquaid dennishaysbert patriciaclarkson violadavis drama romance blackpeople wifehusbandrelationship botanist homosexuality
2720,Hot Tub Time Machine 2,243938,stevepink robcorddry craigrobinson clarkduke adamscott chevychase comedy timetravel sequel hottub duringcreditsstinger
2721,Quills,10876,philipkaufman geoffreyrush katewinslet joaquinphoenix michaelcaine billiewhitelaw drama asylum frenchrevolution french smuggling maid
2722,Seven Psychopaths,86838,martinmcdonagh colinfarrell samrockwell woodyharrelson christopherwalken tomwaits comedy crime suicide alcohol sex screenwriter underworld fight kidnapping party murder scam losangeles gangster explosion criminal shihtzu struggling
2723,The Caveman's Valentine,25208,kasilemmons samuell.jackson colmfeore annmagnuson aunjanueellis tamaratunie drama mystery thriller womandirector
2724,Downfall,613,oliverhirschbiegel brunoganz alexandramarialara corinnaharfouch ulrichmatthes julianeköhler drama history war berlin poison dictator clerk ideology worldwarii traitor despair destroy testament capitulation soviettroops racepolitics nationalsocialism adolfhitler ultimatevictory minister nationalsocialistparty dyinganddeath historicalfigure germanshepherd
2725,The Sea Inside,1913,alejandroamenábar javierbardem belénrueda loladueñas joandalmau josepmariapou drama brotherbrotherrelationship paraplegic intensivecare ladykiller wheelchair dyinganddeath biography galicia bathingaccident freedom romance lawyer sailor euthanasia dignity
2726,Under the Skin,97370,jonathanglazer scarlettjohansson kryštofhádek paulbrannigan michaelmoreland scottdymond thriller sciencefiction drama malenudity scotland edinburgh alien verylittledialogue
2727,"Good Morning, Vietnam",801,barrylevinson robinwilliams forestwhitaker tungthanhtran chintarasukapatana brunokirby comedy drama war rockandroll radiostation warcrimes entertainer explosive cynic radio vietnamwar vietcong gi u.s.airforce dyinganddeath radiopresenter humor saigon provocation rightandjustice
2728,The Last Godfather,70829,shimhyung-rae harveykeitel jasonmewes blakeclark jonpolito paulhipp action comedy thriller 
2730,Black Swan,44214,darrenaronofsky natalieportman milakunis vincentcassel barbarahershey winonaryder drama thriller dancing competition sex dancer obsession paranoia insanity suspense ballet newyorkcity heartbreak mentalillness madness swanlake ballerina bodyhorror
2731,The Godfather: Part II,240,francisfordcoppola alpacino robertduvall dianekeaton robertdeniro johncazale drama crime italo-american cuba vororte melancholy praise revenge mafia lawyer blood corruptpolitician bloodybodyofchild manpuncheswoman
2732,Save the Last Dance,9816,thomascarter juliastiles seanpatrickthomas kerrywashington fredrostarr terrykinney drama family romance music balletdancer musical ballet
2733,A Nightmare on Elm Street 4: The Dream Master,10131,rennyharlin robertenglund tuesdayknight kensagoes rodneyeastman lisawilcox horror thriller martialarts nightmare supernatural highschool resurrection sequel diner alcoholic disfigurement dreams
2734,Miracles from Heaven,339984,patriciariggen jennifergarner kylierogers martinhenderson brightonsharbino courtneyfansler drama miracle christian cure womandirector accident
2735,"Dude, Where’s My Car?",8859,dannyleiner ashtonkutcher seannwilliamscott kristyswanson jennifergarner marlasokoloff comedy dude amnesia idiot auto friendship cannabis hangover spoof teenager drug alcoholabuse celebration car duringcreditsstinger child
2736,Young Guns,11967,christophercain emilioestevez kiefersutherland loudiamondphillips charliesheen dermotmulroney crime action adventure drama western corruption sheriff deputysheriff ranch billythekid outlaw neighbor
2737,St. Vincent,239563,theodoremelfi billmurray melissamccarthy naomiwatts jaedenlieberher chriso'dowd comedy babysitter friendship neighbor divorce childofdivorce
2738,About Last Night,222899,stevepink kevinhart michaelealy reginahall joybryant christophermcdonald comedy romance duringcreditsstinger
2739,10 Things I Hate About You,4951,giljunger heathledger juliastiles josephgordon-levitt larisaoleynik davidkrumholtz comedy romance drama shakespeare sister highschool cannabis deception teenmovie shrew archery feel-goodending oppositesattract duringcreditsstinger teenageromance playadaptation overprotectivefather
2740,The New Guy,10985,eddecter djqualls elizadushku zooeydeschanel lylelovett jerodmixon comedy family prison dualidentity identity loser highschool losangeles duringcreditsstinger
2741,National Lampoon's Loaded Weapon 1,9644,genequintano emilioestevez samuell.jackson jonlovitz timcurry kathyireland comedy cocaine police spoof losangeles
2742,The Shallows,332567,jaumecollet-serra blakelively óscarjaenada angelojosuelozanocorzo josémanueltrujillosalas brettcullen horror drama thriller mexico beach surfer island survival youngwoman shark greatwhiteshark trapped animalattack animalhorror prey
2743,The Butterfly Effect,1954,ericbress ashtonkutcher melorawalters amysmart eldenhenson williamleescott sciencefiction thriller amnesia chaostheory blackout timetravel flashback
2744,Snow Day,15489,chriskoch chevychase chriselliott jeansmart iggypop pamgrier comedy family 
2745,This Christmas,15250,prestona.whitmoreii lorettadevine delroylindo idriselba reginaking lazalonso comedy drama drama family familyholiday familyfeud
2746,Baby Geniuses,22345,bobclark kathleenturner christopherlloyd kimcattrall petermacnicol domdeluise sciencefiction comedy family baby genius toddler babygeniuses
2747,The Big Hit,9448,kirkwong markwahlberg loudiamondphillips christinaapplegate chinachow averybrooks action adventure comedy thriller bungee-jump darkcomedy cigarettesmoking slowmotion videostore subtitledscene kosher stealingacar movieposter nightvisiongoggles suitcasefullofmoney
2748,Harriet the Spy,38223,bronwenhughes michelletrachtenberg rosieo'donnell j.smith-cameron earthakitt vanessaleechester comedy drama family spy secret nanny notebook binoculars womandirector
2749,Child's Play 2,11186,johnlafia alexvincent jennyagutter gerritgraham christineelise braddourif drama horror faithlessness puppet killertoys toycomestolife
2750,No Good Deed,136835,sammiller idriselba tarajip.henson lesliebibb katedelcastillo henrysimmons crime thriller sadistic hostage sociopath serialkiller blood escapedconvict murderer homeinvasion killer deadly escapedkiller
2751,The Mist,5876,frankdarabont thomasjane marciagayharden laurieholden andrebraugher tobyjones sciencefiction horror thriller fathersonrelationship monster supermarket fight artist fog bible spider survivor faith prayer bloodsplatter gore giantmonster blood anger thunderstorm
2752,Ex Machina,264660,alexgarland domhnallgleeson aliciavikander oscarisaac sonoyamizuno coreyjohnson drama sciencefiction dancing artificialintelligence distrust isolation technology manipulation friendship deception laboratory robot poweroutage surveillancecamera consciousness existentialism lockdown philosophical robothumanrelationship turingtest cybernetics
2753,Being John Malkovich,492,spikejonze johncusack camerondiaz catherinekeener charliesheen johnmalkovich fantasy drama comedy individual transvestism sexualidentity witch identity subconsciousness newidentity pet chimp puppeteer appropriationofanotherhumanbeing externallycontrolledaction marriedcouple brain petshop door secretlove
2754,Two Can Play That Game,25462,markbrown vivicaa.fox morrischestnut anthonyanderson gabrielleunion wendyraquelrobinson comedy romance 
2755,Earth to Echo,238603,davegreen teohalm astro ressehartwig ellawahlestedt jasongray-stanford family adventure sciencefiction alien foundfootage
2756,Crazy/Beautiful,10691,johnstockwell kirstendunst jayhernandez brucedavison hermanosorio miguelcastro drama romance lovesickness jealousy parentskidsrelationship loveofone'slife cuttingthecord forbiddenlove kiss crush teenagecrush relationship unhappiness
2757,Letters from Iwo Jima,1251,clinteastwood kenwatanabe kazunarininomiya tsuyoshiihara ryokase shidounakamura action adventure drama war worldwarii cave dyinganddeath pacifictheater japanesearmy imperialjapan
2758,The Astronaut Farmer,5172,michaelpolish billybobthornton virginiamadsen maxthieriot jasperpolish loganpolish adventure comedy drama sciencefiction nasa texas dream fbi bankrupt peasant earth farm insanity rocket life'sdream spinner space independentfilm astronaut family
2759,Woo,58680,"daisyvonscherlermayer jadapinkettsmith tommydavidson duanemartin michaelralph darrelheath comedy romance blinddate love manhattan,newyorkcity womandirector"
2760,Room,264644,lennyabrahamson brielarson jacobtremblay joanallen seanbridgers williamh.macy drama thriller basedonnovel carpet isolation kidnapping imprisonment grandparents escape hospital dog captive mothersonrelationship shed skylight
2761,Dirty Work,14577,bobsaget normmacdonald artielange jackwarden traylorhoward donrickles comedy 
2762,Serial Mom,11592,johnwaters kathleenturner samwaterston rickilake matthewlillard tracilords comedy crime horror thriller housewife protection motherlylove evilmother murder independentfilm perfection
2763,Dick,16406,andrewfleming kirstendunst michellewilliams willferrell danhedaya brucemcculloch comedy richardnixon watergate thewhitehouse
2764,Light It Up,19052,craigbolotin usherraymond vanessawilliams forestwhitaker rosariodawson robertri'chard drama thriller 
2765,54,3682,markchristopher ryanphillippe salmahayek breckinmeyer mikemyers nevecampbell music drama newyork sex nightclub money drug disco
2766,Bubble Boy,9683,blairhayes jakegyllenhaal swoosiekurtz marleyshelton dannytrejo johncarrolllynch adventure comedy drama romance lovesickness niagarafalls crush youth illness
2767,Birthday Girl,2084,jezbutterworth nicolekidman benchaplin vincentcassel mathieukassovitz katelynnevans comedy crime thriller femalenudity robbery mailorderbride bankclerk
2768,21 & Over,107811,jonlucas milesteller skylarastin justinchon sarahwright jonathankeltz comedy alcohol birthday debauchery
2769,"Paris, je t'aime",2266,isabelcoixet stevebuscemi natalieportman willemdafoe maggiegyllenhaal axelkiener drama romance paris cityportrait jazz subway newlove immigration nanny tourist womandirector
2770,Resurrecting the Champ,13074,rodlurie samuell.jackson joshhartnett alanalda terihatcher kathrynmorris drama sport
2771,Admission,144340,paulweitz tinafey paulrudd michaelsheen lilytomlin wallaceshawn comedy drama romance princetonuniversity admissions
2772,The Widow of Saint-Pierre,48217,patriceleconte danielauteuil emirkusturica juliettebinoche michelduchaussoy philippemagnan romance drama france island fisherman love revenge murder execution 19thcentury
2773,Chloe,28211,atomegoyan juliannemoore liamneeson amandaseyfried maxthieriot r.h.thomson drama thriller mystery toronto lesbian remakeoffrenchfilm suspiciouswife femaledoctor playingpiano
2774,Faithful,47502,paulmazursky cher chazzpalminteri ryano'neal paulmazursky ambersmith comedy crime drama kitchen femaleprotagonist bathtub weddinganniversary flashback
2775,Find Me Guilty,9950,sidneylumet vindiesel alexrocco frankpietrangolare richarddedomenico paulborghese drama action comedy crime courtcase staatsanwältin familyclan gangster
2776,The Perks of Being a Wallflower,84892,stephenchbosky loganlerman emmawatson ezramiller paulrudd ninadobrev drama romance shyness secret narration kiss freshman comingofage teenageboy highschoolstudent firstlove auntnephewrelationship gayleadcharacter santahat lgbtteen auntnephewincest basedonyoungadultnovel
2777,Excessive Force,24227,jonhess thomasiangriffith lancehenriksen jamesearljones burtyoung tonytodd action police shoulderholster policeshootout shootoutatatrainstation
2778,Infamous,9672,douglasmcgrath sigourneyweaver tobyjones gwynethpaltrow sandrabullock isabellarossellini drama killing deathpenalty kansas author murderhunt
2779,The Claim,44853,michaelwinterbottom petermullan millajovovich wesbentley nastassjakinski sarahpolley drama romance western 
2780,The Vatican Tapes,157544,markneveldine oliviataylordudley michaelpeña djimonhounsou dougrayscott peterandersson thriller horror exorcism anti-christ exorcist
2781,Attack the Block,59678,joecornish nickfrost jodiewhittaker johnboyega luketreadaway flaminiacinque action comedy sciencefiction streetgang fireworks chase meteor playground arrest cannabis moped carsetonfire carcrash alien socialsatire crime race naivechildren
2782,In the Land of Blood and Honey,79777,angelinajolie zanamarjanović gorankostić brankođurić dzanapinjo miloštimotijević drama romance war muslim sistersisterrelationship sarajevo bosnianwarof1992-1995 violence unitednations womandirector
2783,The Call,158011,bradanderson halleberry abigailbreslin morrischestnut michaelimperioli ellaraepeck crime thriller underground gasstation kidnapping murder suspense serialkiller americanflag multiplestabbings violence persononfire cellphone psycho
2784,Operation Chromite,407887,"johnh.lee leejung-jae liamneeson leebeom-soo jinse-yeon jungjoon-ho history drama war action korea fictionalizedhistory operation""trudyjackson"" generaldouglasmacarthur operationx-ray incheon"
2785,The Crocodile Hunter: Collision Course,17043,johnstainton steveirwin terriirwin magdaszubanski davidwenham lachyhulme family action adventure crocodile
2786,I Love You Phillip Morris,8952,glennficarra jimcarrey ewanmcgregor lesliemann rodrigosantoro brennanbrown comedy drama romance judge smalltown conman fraud jail whitecollarcriminal
2787,Quest for Fire,62204,jean-jacquesannaud everettmcgill ronperlman nicholaskadi raedawnchong garyschwartz adventure drama stoneage cavemen prehistoricadventure prehistorictimes prehistoricman
2788,Antwone Fisher,13435,denzelwashington derekluke malcolmdavidkelley coryhodges denzelwashington joybryant drama romance u.s.navy biography
2789,The Emperor's Club,17187,michaelhoffman kevinkline emilehirsch embethdavidtz robmorrow edwardherrmann drama romance 
2790,True Romance,319,tonyscott christianslater patriciaarquette michaelrapaport bronsonpinchot garyoldman action thriller crime romance fathersonrelationship filmproducer mexicanstandoff lossoffather cocaine love mafia losangeles drug illegalprostitution gunviolence
2791,Womb,59457,benedekfliegauf evagreen mattsmith lesleymanville peterwight istvánlénárt romance sciencefiction 
2792,Glengarry Glen Ross,9504,jamesfoley alpacino jacklemmon alecbaldwin alanarkin edharris crime drama mystery robbery office shop estateagent company contest cowardliness cultfilm realestate pressure neo-noir
2793,The Killer Inside Me,37414,michaelwinterbottom caseyaffleck katehudson jessicaalba nedbeatty tombower crime drama thriller sheriff crimefighter
2794,Cat People,6217,paulschrader nastassjakinski malcolmmcdowell johnheard rubydee edbegleyjr. drama fantasy horror thriller shotgun attack lingerie heldcaptive incest dissection junglecat eroticmovie
2795,Sorority Row,26688,stewarthendler rumerwillis brianaevigan jamiechung leahpipes teriandrzejewski horror mystery thriller femalenudity graduation serialkiller blood slasher killer horrormovieremade sororityhouse axe
2796,The Prisoner of Zenda,43867,johncromwell ronaldcolman madeleinecarroll raymondmassey maryastor douglasfairbanksjr. adventure drama romance kidnapping coronation villain kingdom heirtothethrone royalty mistakenidentity king identityswap monarch lookalikes beautifulprincess
2797,Lars and the Real Girl,6615,craiggillespie ryangosling emilymortimer paulschneider kelligarner laurenash comedy romance drama garage lonewolf dyinganddeath loss delusion puppet doll
2798,The Boy in the Striped Pyjamas,14574,markherman asabutterfield jackscanlon verafarmiga davidthewlis rupertfriend war drama nationalism concentrationcamp worldwarii gaschamber nazis concentrationcampprisoner
2799,Dancer in the Dark,16,larsvontrier björk catherinedeneuve davidmorse peterstormare joelgrey drama crime music individual dancing usa robbery factoryworker secret factory smalltown dance blindnessandimpairedvision deathpenalty immigrant eyeoperation eyesight fantasy naivety self-abandonment hereditarydisease lossofeyesight czech dyinganddeath van friendship murder teacher debt execution crime policeofficer
2800,Oscar and Lucinda,39780,gillianarmstrong ralphfiennes cateblanchett ciaránhinds tomwilkinson richardroxburgh drama romance minister australia inheritance wager womandirector 19thcentury
2801,The Funeral,21612,abelferrara christopherwalken chrispenn annabellasciorra isabellarossellini vincentgallo crime drama suicide bedroom strike greatdepression tradeunion murder mafia corpse newyorkcity violence stabbing madness 1930s
2802,Solitary Man,36691,briankoppelman michaeldouglas dannydevito jesseeisenberg susansarandon mary-louiseparker comedy drama romance infidelity bankrupt loneliness comedy familydrama
2803,Machete,23631,robertrodriguez dannytrejo michellerodriguez jessicaalba robertdeniro lindsaylohan action comedy thriller illegalimmigration immigrationlaw machete politician deathofachild hardtokill brutaldeath
2804,Casino Jack,45324,georgehickenlooper kevinspacey kellypreston hannahendicott-douglas rachellelefevre barrypepper crime comedy drama biography duringcreditsstinger
2805,The Land Before Time,12144,donbluth gabrieldamon candacehutson judithbarsi willryan pathingle animation adventure family vulkan lossofmother tyrannosaurusrex earthquake primitivetime dinosaur
2806,Tae Guk Gi: The Brotherhood of War,11658,kangje-gyu jangdong-gun wonbin leeeun-ju gonghyung-jin parkjeong-woo action adventure drama history war archaeologist koreanwar northkorea southkorea airraid pyre
2807,The Perfect Game,56601,williamdear cliftoncollinsjr cheechmarin moisésarias emiliederavin jaket.austin drama family baseball sport basedontruestory familyrelationships
2808,The Exorcist,9552,williamfriedkin lindablair maxvonsydow ellenburstyn jasonmiller leej.cobb drama horror thriller exorcism holywater religionandsupernatural vomit christian possession profanity priest ouijaboard satan paranormalphenomena girl demon stronglanguage disturbedchild crisisoffaith sfx
2809,Jaws,578,stevenspielberg royscheider robertshaw richarddreyfuss lorrainegary murrayhamilton horror thriller adventure fishing atlanticocean bathing shipwreck policechief ferryboat dyinganddeath dollyzoom shark greatwhiteshark animalhorror
2810,American Pie,2105,chrisweitz jasonbiggs chrisklein thomasiannicholas alysonhannigan shannonelizabeth comedy romance graduation innocence comingofage teenager highschoolstudent pie teencomedy teenagesexuality exchangestudent sittingonatoilet voyeurism virginity laxative promnight
2811,Ernest & Celestine,126319,stéphaneaubier anne-marieloop lambertwilson paulinebrunner patricemelennec brigittevirtudes animation comedy drama family mouse musician friendship prejudice bear
